movie_title,genre_names,genre_ids
The Mummy,"Fantasy, Thriller, Action, Adventure, Horror","14, 53, 28, 12, 27"
Hook,"Adventure, Fantasy, Comedy, Family","12, 14, 35, 10751"
Last Call for Istanbul,"Romance, Drama","10749, 18"
The Sixth Sense,"Mystery, Thriller, Drama","9648, 53, 18"
Wolf Creek 2,"Horror, Thriller","27, 53"
A Delicious Flight,Romance,10749
Zoolander 2,"Comedy, Adventure, Action","35, 12, 28"
The Mummy Returns,"Adventure, Action, Fantasy","12, 28, 14"
Chinatown,"Crime, Drama, Mystery, Thriller","80, 18, 9648, 53"
Wrong Turn,"Horror, Thriller","27, 53"
Knock at the Cabin,"Thriller, Mystery, Horror","53, 9648, 27"
Brothers,"Drama, Thriller, War","18, 53, 10752"
Cloudy with a Chance of Meatballs,"Animation, Comedy, Family","16, 35, 10751"
Deadpool 3,"Action, Adventure, Comedy","28, 12, 35"
Deadpool 3,"Action, Adventure, Comedy","28, 12, 35"
The Snowman,"Crime, Thriller","80, 53"
Aliens vs Predator: Requiem,"Fantasy, Action, Science Fiction, Thriller, Horror","14, 28, 878, 53, 27"
Red Sparrow,"Thriller, Mystery","53, 9648"
Instant Family,"Comedy, Drama","35, 18"
Mummies,"Animation, Adventure, Fantasy","16, 12, 14"
Exploits of a Young Don Juan,"Comedy, Drama","35, 18"
The Lego Batman Movie,"Animation, Action, Comedy, Family","16, 28, 35, 10751"
Abraham Lincoln: Vampire Hunter,"Action, Fantasy, Horror","28, 14, 27"
Rocky IV,Drama,18
Freeheld,"Romance, Drama","10749, 18"
Murder Mystery 2,"Comedy, Crime","35, 80"
The Road to El Dorado,"Family, Adventure, Animation, Comedy, Fantasy","10751, 12, 16, 35, 14"
Kraven the Hunter,"Action, Adventure, Science Fiction","28, 12, 878"
Enchanted,"Comedy, Family, Fantasy, Romance","35, 10751, 14, 10749"
A Walk to Remember,"Drama, Romance","18, 10749"
The Silencing,"Thriller, Action","53, 28"
Quicksand,"Thriller, Horror, Mystery","53, 27, 9648"
Run All Night,"Action, Crime, Thriller","28, 80, 53"
Men in Black 3,"Action, Comedy, Science Fiction","28, 35, 878"
Run All Night,"Action, Crime, Thriller","28, 80, 53"
Men in Black 3,"Action, Comedy, Science Fiction","28, 35, 878"
Must Love Christmas,"TV Movie, Comedy, Romance, Fantasy","10770, 35, 10749, 14"
Romeo + Juliet,"Drama, Romance","18, 10749"
Ganti-Ganti,"Romance, Drama, Thriller","10749, 18, 53"
G.I. Joe: Retaliation,"Science Fiction, Adventure, Action, Thriller","878, 12, 28, 53"
Teen Wolf: The Movie,"Action, Fantasy, TV Movie","28, 14, 10770"
Emmanuelle 3,"Drama, Romance","18, 10749"
Goldfinger,"Adventure, Action, Thriller","12, 28, 53"
Gran Torino,Drama,18
The Seven Deadly Sins: Cursed by Light,"Animation, Fantasy","16, 14"
Paws of Fury: The Legend of Hank,"Animation, Action, Adventure, Comedy, Family","16, 28, 12, 35, 10751"
Hidden,"Thriller, Horror","53, 27"
Peter Pan,"Animation, Family, Adventure, Fantasy","16, 10751, 12, 14"
The Santa Clause 3: The Escape Clause,"Comedy, Family, Adventure","35, 10751, 12"
Friday the 13th,Horror,27
The Rock,"Action, Adventure, Thriller","28, 12, 53"
Krampus Origins,Horror,27
Underworld: Awakening,"Fantasy, Action, Horror","14, 28, 27"
Hercules,"Action, Adventure","28, 12"
Underworld: Awakening,"Fantasy, Action, Horror","14, 28, 27"
Hercules,"Action, Adventure","28, 12"
Togo,"Adventure, Family","12, 10751"
One Week Friends,Drama,18
Nacho Libre,"Comedy, Family","35, 10751"
Shark Bait,"Horror, Thriller, Action, Adventure","27, 53, 28, 12"
The Walk,"Drama, Crime, Comedy, Thriller","18, 80, 35, 53"
Bride of Chucky,"Comedy, Horror","35, 27"
What Happens Later,"Romance, Comedy","10749, 35"
Miss Peregrine's Home for Peculiar Children,"Fantasy, Adventure","14, 12"
Wind River,"Crime, Drama, Mystery, Thriller","80, 18, 9648, 53"
Blade: Trinity,"Action, Horror, Fantasy","28, 27, 14"
Justice League: Throne of Atlantis,"Science Fiction, Action, Animation, Adventure","878, 28, 16, 12"
Sleepy Hollow,"Drama, Fantasy, Thriller, Mystery, Horror","18, 14, 53, 9648, 27"
Not Another Teen Movie,Comedy,35
Pan's Labyrinth,"Fantasy, Drama, War","14, 18, 10752"
Alice in Wonderland,"Animation, Family, Fantasy, Adventure","16, 10751, 14, 12"
Blonde,Drama,18
Scream 3,"Horror, Mystery","27, 9648"
X-Rated: The Greatest Adult Movies of All Time,Documentary,99
From Straight A's to XXX,"Drama, TV Movie","18, 10770"
The Out-Laws,"Romance, Action, Comedy","10749, 28, 35"
Life Is Beautiful,"Comedy, Drama","35, 18"
The Purge: Election Year,"Action, Horror, Thriller","28, 27, 53"
Fear Street: 1994,"Mystery, Horror","9648, 27"
The Pianist,"Drama, War","18, 10752"
Santaman,"Animation, Adventure, Family","16, 12, 10751"
The Dive,Thriller,53
Pain & Gain,"Action, Crime, Comedy","28, 80, 35"
Immortals,"Fantasy, Action, Drama","14, 28, 18"
Fortress: Sniper's Eye,"Action, Thriller, Crime","28, 53, 80"
Tomb Raider,"Action, Adventure, Fantasy","28, 12, 14"
Now You See Me 2,"Crime, Thriller, Action, Mystery","80, 53, 28, 9648"
Dragon Ball Z: Fusion Reborn,"Animation, Action, Fantasy, Science Fiction","16, 28, 14, 878"
The Last Samurai,"Drama, Action, War","18, 28, 10752"
Transfusion,"Crime, Action, Drama","80, 28, 18"
Krampus: The Christmas Devil,"Horror, Action, Thriller","27, 28, 53"
Meet Joe Black,"Fantasy, Drama, Romance","14, 18, 10749"
Ouija,Horror,27
Point Break,"Action, Thriller, Crime","28, 53, 80"
The Legend of Tarzan,"Fantasy, Action, Adventure","14, 28, 12"
Scouts Guide to the Zombie Apocalypse,"Comedy, Horror","35, 27"
Lonely Castle in the Mirror,"Animation, Drama, Mystery, Fantasy","16, 18, 9648, 14"
All Things Fair,"Drama, Romance, War","18, 10749, 10752"
The Wait,"Romance, Drama","10749, 18"
Den of Thieves,"Action, Thriller, Crime","28, 53, 80"
mother!,"Drama, Thriller, Horror","18, 53, 27"
Life of Pi,"Adventure, Drama","12, 18"
Monster House,"Animation, Comedy, Family, Fantasy","16, 35, 10751, 14"
Bird Box,"Horror, Thriller, Drama","27, 53, 18"
The Sound of Music,"Drama, Family, Music, Romance","18, 10751, 10402, 10749"
Scary Movie 4,Comedy,35
Naruto the Movie: Ninja Clash in the Land of Snow,"Comedy, Action, Animation, Adventure","35, 28, 16, 12"
Pet Sematary,"Horror, Drama","27, 18"
The Town,"Crime, Drama, Thriller","80, 18, 53"
Alienoid,"Science Fiction, Action, Fantasy, Adventure","878, 28, 14, 12"
The Parent Trap,"Comedy, Family","35, 10751"
The Rental,"Horror, Mystery, Thriller","27, 9648, 53"
The Quintessential Quintuplets Movie,"Animation, Comedy, Romance","16, 35, 10749"
Once Upon a Time in the West,"Drama, Western","18, 37"
Transporter 3,"Action, Thriller, Crime","28, 53, 80"
The Fifth Element,"Adventure, Fantasy, Action, Thriller, Science Fiction","12, 14, 28, 53, 878"
Homefront,"Action, Thriller","28, 53"
Legend,"Crime, Thriller","80, 53"
Star Trek Beyond,"Action, Adventure, Science Fiction","28, 12, 878"
War Dogs,"Comedy, Crime, Drama","35, 80, 18"
The Retirement Plan,"Comedy, Action","35, 28"
Hunter Killer,"Action, Thriller","28, 53"
Day Shift,"Action, Fantasy, Horror, Comedy","28, 14, 27, 35"
The Addams Family,"Family, Animation, Comedy, Fantasy","10751, 16, 35, 14"
Hotel Transylvania 2,"Animation, Comedy, Family, Fantasy","16, 35, 10751, 14"
The Shining,"Horror, Thriller","27, 53"
The Bezonians,"Crime, Drama, Thriller","80, 18, 53"
Home on the Range,"Animation, Family","16, 10751"
Scary Movie 3,Comedy,35
Speed,"Action, Adventure, Crime","28, 12, 80"
Resistance,"War, History, Drama","10752, 36, 18"
Despicable Me 3,"Action, Animation, Comedy, Family, Adventure","28, 16, 35, 10751, 12"
The Incredible Hulk,"Science Fiction, Action, Adventure","878, 28, 12"
The Lair,"Horror, Action","27, 28"
Descendants,"Family, Music, Adventure, Comedy, Fantasy, TV Movie","10751, 10402, 12, 35, 14, 10770"
The Legend of Tarzan,"Fantasy, Action, Adventure","14, 28, 12"
Scouts Guide to the Zombie Apocalypse,"Comedy, Horror","35, 27"
Lonely Castle in the Mirror,"Animation, Drama, Mystery, Fantasy","16, 18, 9648, 14"
All Things Fair,"Drama, Romance, War","18, 10749, 10752"
The Wait,"Romance, Drama","10749, 18"
Den of Thieves,"Action, Thriller, Crime","28, 53, 80"
Angel Has Fallen,"Action, Thriller","28, 53"
mother!,"Drama, Thriller, Horror","18, 53, 27"
Monster House,"Animation, Comedy, Family, Fantasy","16, 35, 10751, 14"
Bird Box,"Horror, Thriller, Drama","27, 53, 18"
The Sound of Music,"Drama, Family, Music, Romance","18, 10751, 10402, 10749"
Scary Movie 4,Comedy,35
Naruto the Movie: Ninja Clash in the Land of Snow,"Comedy, Action, Animation, Adventure","35, 28, 16, 12"
Pet Sematary,"Horror, Drama","27, 18"
The Founder,"Drama, History","18, 36"
The Town,"Crime, Drama, Thriller","80, 18, 53"
The Parent Trap,"Comedy, Family","35, 10751"
Riddick,"Science Fiction, Action, Thriller","878, 28, 53"
The Quintessential Quintuplets Movie,"Animation, Comedy, Romance","16, 35, 10749"
Iron Sky: The Coming Race,"Action, Comedy, Fantasy, Science Fiction","28, 35, 14, 878"
Saint Seiya: Warriors of the Final Holy Battle,"Action, Animation, Fantasy","28, 16, 14"
Once Upon a Time in the West,"Drama, Western","18, 37"
The Great Gatsby,"Drama, Romance","18, 10749"
Happiest Season,"Romance, Comedy","10749, 35"
Night at the Museum,"Action, Adventure, Comedy, Family, Fantasy","28, 12, 35, 10751, 14"
Kajillionaire,"Crime, Drama, Comedy","80, 18, 35"
Shrek the Halls,"Adventure, Animation, Comedy, Fantasy, Family","12, 16, 35, 14, 10751"
ParaNorman,"Family, Animation, Adventure, Comedy","10751, 16, 12, 35"
One Hundred and One Dalmatians,"Adventure, Animation, Comedy, Family","12, 16, 35, 10751"
Scooby-Doo! The Mystery Begins,"Mystery, Comedy, Fantasy","9648, 35, 14"
Rocky II,Drama,18
Saint Seiya: Legend of Crimson Youth,"Action, Animation, Fantasy","28, 16, 14"
"Miraculous World: New York, United HeroeZ","Animation, TV Movie, Fantasy, Action","16, 10770, 14, 28"
The Hunt,"Action, Thriller, Horror","28, 53, 27"
Godzilla: Final Wars,"Action, Adventure, Science Fiction, Fantasy, Thriller","28, 12, 878, 14, 53"
Bad Boys for Life,"Thriller, Action, Crime","53, 28, 80"
Unbreakable,"Thriller, Drama, Mystery","53, 18, 9648"
A Charlie Brown Christmas,"Animation, Family, Comedy, TV Movie","16, 10751, 35, 10770"
Finch,"Science Fiction, Drama, Adventure","878, 18, 12"
Look Away,"Horror, Thriller, Fantasy","27, 53, 14"
Decision to Leave,"Thriller, Mystery, Romance","53, 9648, 10749"
22 Bullets,"Drama, Crime, Thriller","18, 80, 53"
House of Purgatory,"Thriller, Horror","53, 27"
The Expendables 3,"Action, Adventure, Thriller","28, 12, 53"
Dragon Ball Z: The Return of Cooler,"Action, Animation, Science Fiction","28, 16, 878"
Babylon 5: The Road Home,"Animation, Science Fiction, Action, Adventure","16, 878, 28, 12"
Bee Movie,"Family, Animation, Adventure, Comedy","10751, 16, 12, 35"
Ben-Hur,"History, Drama, Adventure, Action","36, 18, 12, 28"
"Lyle, Lyle, Crocodile","Comedy, Family, Music","35, 10751, 10402"
Rio 2,"Animation, Adventure, Comedy, Family","16, 12, 35, 10751"
Seventh Son,"Adventure, Fantasy","12, 14"
BlackBerry,"Comedy, Drama, History","35, 18, 36"
Road to Perdition,"Crime, Drama, Thriller","80, 18, 53"
Hellraiser,"Horror, Mystery","27, 9648"
Deck the Halls,"Comedy, Family","35, 10751"
Flushed Away,"Adventure, Animation, Comedy, Family","12, 16, 35, 10751"
Zack and Miri Make a Porno,Comedy,35
ZOMBI-Thon with Big City Greens,"Animation, Family, Comedy","16, 10751, 35"
Men in Black: International,"Comedy, Science Fiction, Action","35, 878, 28"
Mondocane,"Action, Crime, Science Fiction, Drama","28, 80, 878, 18"
Scream 2,"Horror, Mystery","27, 9648"
Castle in the Sky,"Adventure, Fantasy, Animation, Action, Family, Romance","12, 14, 16, 28, 10751, 10749"
Cinderella II: Dreams Come True,"Family, Animation, Romance, Fantasy","10751, 16, 10749, 14"
Road to Ninja: Naruto the Movie,"Animation, Fantasy, Action","16, 14, 28"
District 9,Science Fiction,878
Jack the Giant Slayer,"Fantasy, Action, Adventure, Family","14, 28, 12, 10751"
Skyscraper,"Action, Thriller, Adventure","28, 53, 12"
Powder,"Drama, Fantasy","18, 14"
Raiders of the Lost Ark,"Adventure, Action","12, 28"
Gone with the Wind,"Drama, War, Romance","18, 10752, 10749"
Orphan: First Kill,"Horror, Thriller","27, 53"
A Silent Voice: The Movie,"Animation, Drama","16, 18"
Thunderball,"Adventure, Action, Thriller","12, 28, 53"
The Santa Clause 2,"Fantasy, Comedy, Family","14, 35, 10751"
The Final Destination,"Horror, Mystery","27, 9648"
Peter Rabbit 2: The Runaway,"Family, Comedy, Adventure, Animation, Fantasy","10751, 35, 12, 16, 14"
Sasaki and Miyano: Graduation,"Animation, Romance","16, 10749"
E.T. the Extra-Terrestrial,"Science Fiction, Adventure, Family, Fantasy","878, 12, 10751, 14"
Those Who Wish Me Dead,"Thriller, Action","53, 28"
Nanny McPhee and the Big Bang,"Comedy, Fantasy, Family","35, 14, 10751"
Ken Park,Drama,18
The Matrix Reloaded,"Adventure, Action, Thriller, Science Fiction","12, 28, 53, 878"
Game Night,"Mystery, Comedy, Crime","9648, 35, 80"
Final Destination 2,"Horror, Mystery","27, 9648"
London Has Fallen,"Action, Thriller","28, 53"
Elf Me,"Family, Comedy, Fantasy, Adventure","10751, 35, 14, 12"
Planet of the Apes,"Science Fiction, Adventure, Drama, Action","878, 12, 18, 28"
A Christmas Carol,"Drama, Fantasy, TV Movie, Family","18, 14, 10770, 10751"
Lady and the Tramp,"Family, Animation, Romance","10751, 16, 10749"
Black Christmas,"Horror, Thriller","27, 53"
Automata,"Thriller, Science Fiction","53, 878"
The Lego Movie,"Animation, Family, Adventure, Comedy, Fantasy","16, 10751, 12, 35, 14"
Rocky III,Drama,18
Beau Is Afraid,"Comedy, Adventure, Fantasy","35, 12, 14"
The Simpsons Meet the Bocellis in Feliz Navidad,"Animation, Family, Comedy","16, 10751, 35"
Blood Diamond,"Drama, Thriller, Action","18, 53, 28"
Vertigo,"Mystery, Romance, Thriller","9648, 10749, 53"
Sonic the Hedgehog 3,"Science Fiction, Family, Action, Comedy","878, 10751, 28, 35"
The Judge,Drama,18
The Judge,Drama,18
Atomic Blonde,"Action, Thriller","28, 53"
Licence to Kill,"Adventure, Action, Thriller","12, 28, 53"
The Expendables 2,"Action, Adventure, Thriller","28, 12, 53"
Jerry Maguire,"Comedy, Drama, Romance","35, 18, 10749"
Anacondas: The Hunt for the Blood Orchid,"Adventure, Fantasy, Action, Horror","12, 14, 28, 27"
The Croods,"Animation, Adventure, Family, Fantasy, Comedy, Action","16, 12, 10751, 14, 35, 28"
Zombieland,"Comedy, Horror","35, 27"
Big Fish,"Adventure, Fantasy, Drama","12, 14, 18"
The Invitation,"Horror, Thriller","27, 53"
The Jungle Book,"Family, Adventure, Drama, Fantasy","10751, 12, 18, 14"
Ghost,"Fantasy, Drama, Thriller, Mystery, Romance","14, 18, 53, 9648, 10749"
Death Wish,"Action, Crime, Drama, Thriller","28, 80, 18, 53"
Ice Age: A Mammoth Christmas,"Animation, Family, TV Movie","16, 10751, 10770"
Reindeer Games,"Thriller, Action, Crime","53, 28, 80"
The Mask of Zorro,"Action, Adventure","28, 12"
Waiting...,Comedy,35
Parallel Mothers,Drama,18
Legally Blonde,"Comedy, Romance","35, 10749"
Donnie Darko,"Fantasy, Drama, Mystery","14, 18, 9648"
Allied,"Action, Drama, War, Romance, Thriller","28, 18, 10752, 10749, 53"
Wrong Turn 5: Bloodlines,"Horror, Thriller","27, 53"
The Loft,Thriller,53
Cinderella,"Fantasy, Romance, Comedy","14, 10749, 35"
Carter,"Action, Thriller, Crime","28, 53, 80"
Public Enemies,"Crime, Action","80, 28"
Bed Rest,Horror,27
Oracle,Horror,27
The Contractor,"Action, Adventure, Thriller","28, 12, 53"
Death on the Nile,Mystery,9648
First Man,"History, Drama","36, 18"
Anastasia,"Animation, Family, Fantasy, Adventure","16, 10751, 14, 12"
Hustle,"Drama, Comedy","18, 35"
The Trapped 13: How We Survived The Thai Cave,Documentary,99
Life in a Year,"Drama, Romance","18, 10749"
The Unforgivable,"Drama, Crime","18, 80"
Matilda,"Comedy, Family, Fantasy","35, 10751, 14"
A Million Ways to Die in the West,"Comedy, Western","35, 37"
Friday,Comedy,35
Detachment,Drama,18
Detachment,Drama,18
Last Night in Soho,"Mystery, Thriller, Horror","9648, 53, 27"
Warriors of Future,"Drama, Action, Science Fiction","18, 28, 878"
Shot Caller,"Crime, Drama, Thriller","80, 18, 53"
National Treasure,"Adventure, Action, Thriller, Mystery","12, 28, 53, 9648"
Theater Camp,Comedy,35
The Prince of Egypt,"Adventure, Animation, Drama, Family","12, 16, 18, 10751"
Rocky Balboa,Drama,18
Diary of a Wimpy Kid: Rodrick Rules,"Animation, Comedy, Family","16, 35, 10751"
Carrie,"Horror, Thriller","27, 53"
No Manches Frida,Comedy,35
xXx: State of the Union,"Action, Adventure, Crime, Mystery, Thriller","28, 12, 80, 9648, 53"
Samaritan,"Science Fiction, Crime, Action","878, 80, 28"
Battle: Los Angeles,"Science Fiction, Action","878, 28"
Black Hawk Down,"Action, History, War","28, 36, 10752"
Tinker Bell and the Lost Treasure,"Animation, Family, Adventure, Fantasy","16, 10751, 12, 14"
Blank Check,"Comedy, Family","35, 10751"
The Secret Kingdom,"Family, Fantasy, Adventure","10751, 14, 12"
Mechanic: Resurrection,"Action, Crime, Thriller","28, 80, 53"
Notting Hill,"Romance, Comedy","10749, 35"
Notting Hill,"Romance, Comedy","10749, 35"
"Crazy, Stupid, Love.","Comedy, Drama, Romance","35, 18, 10749"
Hotel Desire,"Drama, Romance","18, 10749"
Jumanji: Welcome to the Jungle,"Adventure, Action, Comedy, Fantasy","12, 28, 35, 14"
Super 8,"Thriller, Science Fiction, Mystery","53, 878, 9648"
The 40 Year Old Virgin,"Comedy, Romance","35, 10749"
Paddington 2,"Adventure, Comedy, Family","12, 35, 10751"
Poltergeist,Horror,27
Rurouni Kenshin: The Beginning,"Action, Adventure, Drama, Romance","28, 12, 18, 10749"
Die Hard 2,"Action, Thriller","28, 53"
House of Gucci,"Drama, History, Crime","18, 36, 80"
The Grey,"Drama, Thriller, Action, Adventure","18, 53, 28, 12"
Tears of the Sun,"War, Action, Drama","10752, 28, 18"
Madhouse,"Horror, Thriller","27, 53"
Sneakers,"Comedy, Crime, Drama","35, 80, 18"
Landscape with Invisible Hand,"Science Fiction, Comedy","878, 35"
Dragon Ball Z: Bojack Unbound,"Action, Animation, Science Fiction","28, 16, 878"
RoboCop,"Science Fiction, Action, Crime, Thriller","878, 28, 80, 53"
Alien Resurrection,"Science Fiction, Horror, Action","878, 27, 28"
Kill Bill: Vol. 2,"Action, Crime, Thriller","28, 80, 53"
Tom and Jerry: The Fast and the Furry,"Family, Animation, Comedy, Action, Adventure","10751, 16, 35, 28, 12"
Army of Thieves,"Action, Thriller, Crime, Comedy","28, 53, 80, 35"
R.I.P.D. 2: Rise of the Damned,"Action, Comedy, Fantasy, Crime","28, 35, 14, 80"
Ferdinand,"Animation, Family, Adventure, Comedy","16, 10751, 12, 35"
The Last Witch Hunter,"Fantasy, Action, Adventure","14, 28, 12"
The Haunted Mansion,"Thriller, Fantasy, Comedy, Family, Mystery","53, 14, 35, 10751, 9648"
Blade of the 47 Ronin,Fantasy,14
The Addams Family,"Comedy, Fantasy","35, 14"
Fireproof,Drama,18
Nightmare Alley,"Crime, Thriller, Drama","80, 53, 18"
The Infernal Machine,"Thriller, Mystery","53, 9648"
Marcel the Shell with Shoes On,"Animation, Comedy, Drama, Family, Fantasy","16, 35, 18, 10751, 14"
Clueless,"Comedy, Romance","35, 10749"
Nanny McPhee,"Fantasy, Comedy, Family","14, 35, 10751"
All Hallows' Eve,Horror,27
Barbie: Princess Charm School,"Family, Animation, Fantasy","10751, 16, 14"
You Don't Mess with the Zohan,"Comedy, Action","35, 28"
Dilwale Dulhania Le Jayenge,"Comedy, Drama, Romance","35, 18, 10749"
The Kissing Booth,"Romance, Comedy","10749, 35"
A Dog's Purpose,"Adventure, Comedy, Fantasy, Family, Drama","12, 35, 14, 10751, 18"
A Dog's Purpose,"Adventure, Comedy, Fantasy, Family, Drama","12, 35, 14, 10751, 18"
Akira,"Animation, Science Fiction, Action","16, 878, 28"
Interview with the Vampire,"Horror, Drama, Fantasy","27, 18, 14"
First Blood,"Action, Adventure, Thriller, War","28, 12, 53, 10752"
Woody Woodpecker,"Comedy, Family, Animation","35, 10751, 16"
Emanuelle in America,"Drama, Mystery, Horror","18, 9648, 27"
Girl,Thriller,53
Star Trek Into Darkness,"Action, Adventure, Science Fiction","28, 12, 878"
Secret Headquarters,"Action, Adventure, Comedy, Science Fiction, Family","28, 12, 35, 878, 10751"
Cirque du Freak: The Vampire's Assistant,"Adventure, Fantasy, Action, Thriller","12, 14, 28, 53"
The Counselor,"Thriller, Crime, Drama","53, 80, 18"
The Addams Family 2,"Animation, Adventure, Comedy, Family, Fantasy, Horror","16, 12, 35, 10751, 14, 27"
GoldenEye,"Adventure, Action, Thriller","12, 28, 53"
The Squad: Home Run,"Action, Thriller, Crime, Drama","28, 53, 80, 18"
Sleeping Beauty,"Fantasy, Animation, Romance, Family","14, 16, 10749, 10751"
Casino,"Crime, Drama, History","80, 18, 36"
Scrooge,"Fantasy, Drama","14, 18"
Scent of a Woman,Drama,18
Hellboy,"Fantasy, Action","14, 28"
Saint Seiya: Evil Goddess Eris,"Action, Animation, Fantasy","28, 16, 14"
Hellboy,"Fantasy, Action","14, 28"
Saint Seiya: Evil Goddess Eris,"Action, Animation, Fantasy","28, 16, 14"
Escape: Puzzle of Fear,"Thriller, Horror","53, 27"
The Guest,"Mystery, Thriller, Action","9648, 53, 28"
Paul,"Adventure, Comedy, Science Fiction","12, 35, 878"
Airplane!,Comedy,35
Defiance,"Action, Drama, History, War","28, 18, 36, 10752"
The Curse of La Llorona,"Horror, Mystery, Thriller","27, 9648, 53"
Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller","28, 14, 53"
Wrong Turn 4: Bloody Beginnings,"Horror, Thriller","27, 53"
Fair Play,Thriller,53
SpongeBob SquarePants Presents The Tidal Zone,"Animation, Comedy, Adventure","16, 35, 12"
The Lighthouse,"Drama, Fantasy, Thriller, Horror","18, 14, 53, 27"
Saw III,"Horror, Thriller, Crime","27, 53, 80"
Lady Bird,"Drama, Comedy","18, 35"
Unstoppable,"Action, Thriller","28, 53"
Richard Jewell,"Drama, Crime","18, 80"
One Day,"Drama, Romance","18, 10749"
Unwelcome,Horror,27
No Exit,"Thriller, Mystery","53, 9648"
No Exit,"Thriller, Mystery","53, 9648"
Women on the Edge,Comedy,35
10 Things I Hate About You,"Comedy, Romance, Drama","35, 10749, 18"
The Favourite,"Drama, Comedy, Thriller","18, 35, 53"
Dunkirk,"War, Action, Drama","10752, 28, 18"
American Pie Presents: Girls' Rules,Comedy,35
King Richard,"Drama, History","18, 36"
Batman Returns,"Action, Fantasy","28, 14"
Flamin' Hot,"Comedy, Drama","35, 18"
Along with the Gods: The Last 49 Days,"Action, Adventure, Drama, Fantasy, Thriller, Mystery","28, 12, 18, 14, 53, 9648"
Fantastic Four: Rise of the Silver Surfer,"Science Fiction, Adventure, Action","878, 12, 28"
Shaun of the Dead,"Horror, Comedy","27, 35"
Tinker Bell and the Legend of the NeverBeast,"Adventure, Animation, Family","12, 16, 10751"
La Navidad en sus manos,"Comedy, Family","35, 10751"
A Walk Among the Tombstones,"Crime, Drama, Mystery, Thriller","80, 18, 9648, 53"
Upgrade,"Action, Thriller, Science Fiction","28, 53, 878"
Lolita,Drama,18
Ghost in the Shell,"Action, Animation, Science Fiction","28, 16, 878"
Stuart Little,"Family, Fantasy, Comedy, Adventure","10751, 14, 35, 12"
The Marine,Action,28
Secret Society 3: 'Til Death,"Action, Drama","28, 18"
From Russia with Love,"Action, Thriller, Adventure","28, 53, 12"
9,"Action, Adventure, Animation, Science Fiction, Thriller","28, 12, 16, 878, 53"
West Side Story,"Drama, Romance, Crime","18, 10749, 80"
Back to the Future Part III,"Adventure, Comedy, Science Fiction","12, 35, 878"
Batman & Robin,"Action, Science Fiction, Adventure","28, 878, 12"
Sex and the City,"Comedy, Drama, Romance","35, 18, 10749"
King Arthur,"Adventure, War, History, Action, Drama","12, 10752, 36, 28, 18"
Bad Boys,"Action, Comedy, Crime, Thriller","28, 35, 80, 53"
American Pie Presents: The Naked Mile,Comedy,35
Spy,"Action, Comedy, Crime","28, 35, 80"
Liar Liar,Comedy,35
White Fang,"Action, Adventure, Drama, Family","28, 12, 18, 10751"
Dead Silence,Horror,27
Fullmetal Alchemist: The Final Alchemy,"Action, Adventure, Fantasy","28, 12, 14"
The Simpsons in Plusaversary,"Animation, Comedy, Fantasy","16, 35, 14"
Chappie,"Crime, Action, Science Fiction","80, 28, 878"
Kaguya-sama: Love Is War -The First Kiss That Never Ends-,"Animation, Comedy, Romance","16, 35, 10749"
Slumdog Millionaire,"Drama, Romance","18, 10749"
Event Horizon,"Horror, Science Fiction, Mystery","27, 878, 9648"
A Christmas Carol,"Drama, Fantasy, Family","18, 14, 10751"
Sky High,"Adventure, Comedy, Family","12, 35, 10751"
Please Don't Destroy: The Treasure of Foggy Mountain,"Comedy, Adventure","35, 12"
A Dog's Journey,"Family, Adventure, Drama","10751, 12, 18"
Porno,Drama,18
Dr. No,"Adventure, Action, Thriller","12, 28, 53"
Batman,"Fantasy, Action, Crime","14, 28, 80"
Final Destination 5,"Horror, Mystery","27, 9648"
Wanted,"Action, Thriller, Crime","28, 53, 80"
The American Society of Magical Negroes,"Fantasy, Comedy","14, 35"
Quantum of Solace,"Adventure, Action, Thriller, Crime","12, 28, 53, 80"
The Last Warrior: Root of Evil,"Fantasy, Adventure, Comedy","14, 12, 35"
Crawl,"Thriller, Horror, Action","53, 27, 28"
Evolution,"Comedy, Science Fiction, Action","35, 878, 28"
The Hateful Eight,"Drama, Mystery, Western","18, 9648, 37"
My First Barbie: Happy DreamDay,"Family, Animation","10751, 16"
Escape Plan,"Action, Thriller","28, 53"
Monty Python's The Meaning of Life,Comedy,35
Rurouni Kenshin: The Final,"Action, Adventure","28, 12"
The Patriot,"Drama, History, War, Action","18, 36, 10752, 28"
Barbie in The 12 Dancing Princesses,"Animation, Family","16, 10751"
Seven Samurai,"Action, Drama","28, 18"
Autumn Road,"Horror, Drama, Mystery, Thriller","27, 18, 9648, 53"
Hulk,"Science Fiction, Adventure, Action","878, 12, 28"
Reacher Second Season Prime Premier,,
Heatwave,Thriller,53
Dark Shadows,"Comedy, Fantasy","35, 14"
Undisputed,"Drama, Crime","18, 80"
Zombieland: Double Tap,"Comedy, Horror","35, 27"
The Guardian,"Action, Adventure, Drama","28, 12, 18"
Doctor Dolittle,"Comedy, Family, Fantasy","35, 10751, 14"
The Shape of Water,"Drama, Fantasy, Romance","18, 14, 10749"
Jurassic Park,"Adventure, Science Fiction","12, 878"
Mr. Peabody & Sherman,"Animation, Adventure, Family","16, 12, 10751"
Hellhole,Horror,27
Fear and Loathing in Las Vegas,"Adventure, Drama, Comedy","12, 18, 35"
